Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment 2025,Carbon Performance Alignment 2027,Carbon Performance Alignment 2035,Carbon Performance Alignment 2050,Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Chubu Electric Power,Japan,JPN,Electricity Utilities,No,large,JP3526600006,6195609,01/09/2019,02/08/2019,,,,Paris Pledges,Electricity Utilities_01/09/2019,,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.507,0.489,0.492,0.498,0.477,0.468,0.46,0.452,0.444,0.436,0.428,0.419,0.411,0.403,0.395,0.387,0.379,0.37,,,,,,,,,,,,,,,,,,,,
Chubu Electric Power,Japan,JPN,Electricity Utilities,No,large,JP3526600006,6195609,01/07/2018,02/07/2018,,,,Paris Pledges,Electricity Utilities_01/07/2018,,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"Chubu Electric Power has set a target to reduce its emissions intensity. TPI has adjusted this target by assuming that:
● The historic ratio of electricity sold to electricity produced applies in the future",0.507,0.489,0.492,0.498,0.489,0.48,0.471,0.462,0.453,0.444,0.434,0.425,0.416,0.407,0.398,0.389,0.38,0.371,,,,,,,,,,,,,,,,,,,,
Chuetsu Pulp & Paper,Japan,JPN,Paper,No,unlisted,JP3513400006,6195706,01/10/2023,23/05/2023,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,Paper_01/02/2021,,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chugoku,Japan,JPN,Electricity Utilities,No,medium,JP3522200009,6195900,01/11/2023,04/07/2023,Not Aligned,,National Pledges,Below 2 Degrees,Electricity Utilities_01/11/2021,2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.5755477,0.580294518,0.549079116,0.553476559,0.534391161,0.515305762,0.496220364,0.477134965,0.458049566,0.438964168,0.419878769,0.400793371,0.381707972,0.362622573,0.343537175,0.324451776,0.305366378,0.286280979,0.26719558,0.248110182,0.229024783,0.209939385,0.190853986,0.171768587,0.152683189,0.13359779,0.114512392,0.095426993,0.076341594,0.057256196,0.038170797,0.019085399,0.0
Chugoku,Japan,JPN,Electricity Utilities,No,medium,JP3522200009,6195900,01/09/2022,22/07/2022,Not Aligned,,National Pledges,Below 2 Degrees,Electricity Utilities_01/11/2021,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.58,0.58,0.55,0.53,0.51,0.49,0.48,0.46,0.44,0.42,0.4,0.38,0.37,0.35,0.33,0.31,0.29,0.27,0.26,0.24,0.22,0.2,0.18,0.16,0.15,0.13,0.11,0.09,0.07,0.05,0.04,0.02,0.0
Chugoku,Japan,JPN,Electricity Utilities,No,medium,JP3522200009,6195900,01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Not Aligned,Electricity Utilities_01/11/2021,2029,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,,0.5755477,0.580294518,0.559265066,0.538235614,0.517206162,0.496176711,0.475147259,0.454117807,0.433088355,0.412058904,0.391029452,0.37,,,,,,,,,,,,,,,,,,,,,
Chugoku,Japan,JPN,Electricity Utilities,No,medium,JP3522200009,6195900,01/10/2020,12/08/2020,,,,Not Aligned,Electricity Utilities_01/10/2020,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,0.576,0.559,0.542,0.525,0.507,0.49,0.473,0.456,0.439,0.422,0.404,0.387,0.37,,,,,,,,,,,,,,,,,,,,
Chugoku,Japan,JPN,Electricity Utilities,No,medium,JP3522200009,6195900,01/09/2019,02/08/2019,,,,No or unsuitable disclosure,Electricity Utilities_01/09/2019,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chung Hwa Pulp,Taiwan,TWN,Paper,No,small,TW0001905008,6196538,01/10/2023,23/05/2023,Not Aligned,,Not Aligned,Not Aligned,Paper_01/02/2021,2025,2021,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has set targets to reduce its absolute emissions. To calculate this company’ s targeted emissions intensity, TPI has assumed that the company’ s pulp, paper and paperboard production grows according to the global growth rate projected in the IEA’ s Energy Technology Perspectives model ‘Reference Technology’ scenario. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,1.126752018,1.158534802,1.206028151,1.232288989,1.197815663,1.175462187,1.153108711,1.130755234,1.108401758,,,,,,,,,,,,,,,,,,,,,,,,,
Clearwater Paper,United States of America,USA,Paper,No,unlisted,US18538R1032,B3K9Z35,01/10/2023,23/05/2023,Not Aligned,,Paris Pledges,Paris Pledges,Paper_01/02/2021,2030,2021,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has set targets to reduce its absolute emissions. To calculate this company’ s targeted emissions intensity, TPI has assumed that the company’ s pulp, paper and paperboard production grows according to the global growth rate projected in the IEA’ s Energy Technology Perspectives model ‘Reference Technology’ scenario. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.649588261,0.656708878,0.705126089,0.711802183,0.693754539,0.658931506,0.747723038,0.873981687,0.785727333,0.762727529,0.739727724,0.71672792,0.693728115,0.67072831,0.647728506,0.624728701,0.601728897,0.578729092,,,,,,,,,,,,,,,,,,,,
Cleveland-Cliffs,United States of America,USA,Steel,No,small,US1858991011,BYVZ186,01/10/2023,12/06/2023,National Pledges,,National Pledges,Not Aligned,Steel_01/04/2022,2030,2021,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its emissions intensity, but the target refers to the company as a whole and not to steel activities specifically. TPI has incorporated the target making the conservative assumption that the company will first exhaust all non-steel mitigation options. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s steel production grows according to the global growth rate projected in the IEA’s 2020 Energy Technology Perspectives Report’s Stated Policies Scenario (STEPS).  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,1.813045269,1.765364167,1.731433397,1.697502628,1.663571858,1.629641089,1.595710319,1.56177955,1.52784878,1.493918011,1.459987241,,,,,,,,,,,,,,,,,,,,
Cleveland-Cliffs,United States of America,USA,Steel,No,small,US1858991011,BYVZ186,01/04/2022,01/04/2022,Not Aligned,,Not Aligned,Not Aligned,Steel_01/04/2022,2030,2020,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its emissions intensity, but the target refers to the company as a whole and not to steel activities specifically. TPI has incorporated the target making the conservative assumption that the company will first exhaust all non-steel mitigation options. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s steel production grows according to the global growth rate projected in the IEA’s 2020 Energy Technology Perspectives Report’s Stated Policies Scenario (STEPS). TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,1.82,1.796,1.772,1.748,1.724,1.699,1.675,1.651,1.627,1.603,1.579,,,,,,,,,,,,,,,,,,,,
Commercial Metals,United States of America,USA,Steel,No,small,US2017231034,2213260,01/10/2023,12/06/2023,1.5 Degrees,,1.5 Degrees,Below 2 Degrees,Steel_01/04/2022,2030,2022,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,0.481,0.464,0.451,0.413,0.409475,0.40595,0.402425,0.3989,0.395375,0.39185,0.388325,0.3848,,,,,,,,,,,,,,,,,,,,
Commercial Metals,United States of America,USA,Steel,No,small,US2017231034,2213260,01/04/2022,01/04/2022,1.5 Degrees,,1.5 Degrees,Below 2 Degrees,Steel_01/04/2022,2030,2021,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,0.481,0.464,0.451,0.444,0.436,0.429,0.422,0.414,0.407,0.4,0.392,0.385,,,,,,,,,,,,,,,,,,,,
Commercial Metals,United States of America,USA,Steel,No,small,US2017231034,2213260,01/02/2021,23/12/2020,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,Steel_01/02/2021,,,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Companhia Siderurgica Nacional (Cement),Brazil,BRA,Cement,No,medium,BRCSNAACNOR6;US20440W1053,B019KX8;2220936,01/10/2023,19/05/2023,1.5 Degrees,,Below 2 Degrees,National Pledges,Cement_01/04/2022,2030,2022,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,0.504,0.518,0.48,0.497,0.481495,0.46599,0.450485,0.43498,0.419475,0.40397,0.388465,0.37296,,,,,,,,,,,,,,,,,,,,
Companhia Siderurgica Nacional (Cement),Brazil,BRA,Cement,No,medium,BRCSNAACNOR6;US20440W1053,B019KX8;2220936,01/04/2022,01/04/2022,1.5 Degrees,,Below 2 Degrees,National Pledges,Cement_01/04/2022,2030,2020,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"TPI has made several assumptions in order to calculate this company’s emissions pathway. Notably, TPI assumes that this company's cement equivalent production equals the company's cementitious material production. Please note that this company operates in more than one sector assessed by TPI: we conduct a sector-specific assessment for each of the sectors in which a company operates. In this assessment, we evaluate only the emissions and production data from cement production and compare the company's cement-specific pathway to TPI's cement-specific benchmarks. Other activities undertaken by this company are assessed separately, considering only the emissions and production data from those separate activities. Targets adopted by the company that are specific to a particular activity are incorporated into TPI's appropriate sector-specific assessment. We take a case-by-case approach to the interpretation of company-wide targets to evaluate whether targets can reasonably be assumed to apply in proportion to the emissions of the activity under consideration. Investors may want to consider all sector-specific assessments of a given company to understand its overall Carbon Performance. Note that TPI does not necessarily assess every business segment of a given company. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.463,0.515,0.518,0.503,0.489,0.474,0.46,0.445,0.431,0.416,0.402,0.387,0.373,,,,,,,,,,,,,,,,,,,,
Companhia Siderurgica Nacional (Steel),Brazil,BRA,Steel,No,medium,BRCSNAACNOR6,"",01/10/2023,12/06/2023,Not Aligned,,Not Aligned,Not Aligned,Steel_01/04/2022,2030;2035,2021,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has disclosed emissions intensity and targets in tCO2eq “per ton of steel produced”, which TPI assumes is of negligible difference with our steel methodology intensity metric of tCO2 per metric tonne of crude steel. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,2.09395351,1.874967267,1.970999693,1.880063222,1.8720778,1.864092377,1.856106955,1.848121532,1.84013611,1.832150688,1.824165265,1.816179843,1.775820291,1.735460738,1.695101186,1.654741634,1.614382082,,,,,,,,,,,,,,,
Companhia Siderurgica Nacional (Steel),Brazil,BRA,Steel,No,medium,BRCSNAACNOR6,"",01/04/2022,01/04/2022,Not Aligned,,Not Aligned,Not Aligned,Steel_01/04/2022,2030;2035,2020,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has disclosed emissions intensity and targets in tCO2eq “per ton of steel produced”, which TPI assumes is of negligible difference with our steel methodology intensity metric of tCO2 per metric tonne of crude steel. Please note that this company operates in more than one sector assessed by TPI: we conduct a sector-specific assessment for each of the sectors in which a company operates. In this assessment, we evaluate only the emissions and production data from steelmaking and compare the company's steel-specific pathway to TPI's steel-specific benchmarks. Other activities undertaken by this company are assessed separately, considering only the emissions and production data from those separate activities. Targets adopted by the company that are specific to a particular activity are incorporated into TPI's appropriate sector-specific assessment. We take a case-by-case approach to the interpretation of company-wide targets to evaluate whether targets can reasonably be assumed to apply in proportion to the emissions of the activity under consideration. Investors may want to consider all sector-specific assessments of a given company to understand its overall Carbon Performance. Note that TPI does not necessarily assess every business segment of a given company. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,2.42,2.68,2.26,2.2518,2.2436,2.2354,2.2272,2.219,2.2108,2.2026,2.1944,2.1862,2.178,2.1296,2.0812,2.0328,1.9844,1.936,,,,,,,,,,,,,,,
Companhia Siderurgica Nacional (Steel),Brazil,BRA,Steel,No,medium,BRCSNAACNOR6,"",01/09/2017,14/09/2017,,,,Not Aligned,Steel_01/11/2017,,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,2.612,2.872,2.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Companhia Sud Americana de Vapores,Chile,CHL,Shipping,No,medium,CLP3064M1019,2196338,01/02/2024,24/11/2023,,No or unsuitable disclosure,No or unsuitable disclosure,No or unsuitable disclosure,Shipping_01/02/2022,,,Carbon intensity (gCO2 / t-km),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Companhia Sud Americana de Vapores,Chile,CHL,Shipping,No,medium,CLP3064M1019,2196338,01/12/2022,05/12/2022,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,Shipping_01/02/2022,,,Carbon intensity (gCO2 / t-km),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Minerals,United States of America,USA,Diversified Mining,No,small,US20451N1019,2202763,01/05/2024,23/05/2024,,1.5 Degrees,1.5 Degrees,Below 2 Degrees,Diversified Mining_01/06/2022,,2022,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers only Scope 1 and 2 emissions. The Scope 3 emissions intensity (Categories 10 and 11), which is not covered by the target, is assumed to remain constant from the latest year of disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,1.778097678,2.209596222,1.590452665,1.56813834,1.545824015,1.52350969,,,,,,,,,,,,,,,,,,,,,,,,,
Con Edison,United States of America,USA,Electricity Utilities,No,large,US2091151041,2216850,01/11/2023,04/07/2023,1.5 Degrees,,1.5 Degrees,1.5 Degrees,Electricity Utilities_01/11/2021,2040,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.210581179,0.186827764,0.15898607,0.131144375,0.136074808,0.133020503,0.126019424,0.119018344,0.112017265,0.105016186,0.098015107,0.091014028,0.084012949,0.07701187,0.070010791,0.063009712,0.056008633,0.049007554,0.042006475,0.035005395,0.028004316,0.021003237,0.014002158,0.007001079,0.0,,,,,,,,,,
Con Edison,United States of America,USA,Electricity Utilities,No,large,US2091151041,2216850,01/09/2022,22/07/2022,1.5 Degrees,,1.5 Degrees,1.5 Degrees,Electricity Utilities_01/11/2021,2040,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.28,0.27,0.28,0.27,0.27,0.26,0.25,0.23,0.22,0.2,0.19,0.18,0.16,0.15,0.14,0.12,0.11,0.1,0.08,0.07,0.05,0.04,0.03,0.01,0.0,,,,,,,,,,
Con Edison,United States of America,USA,Electricity Utilities,No,large,US2091151041,2216850,01/11/2021,05/08/2021,1.5 Degrees,,1.5 Degrees,1.5 Degrees,Electricity Utilities_01/11/2021,2040,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,0.35695461,0.304431874,0.282037565,0.273374107,0.260356293,0.247338478,0.234320664,0.221302849,0.208285034,0.19526722,0.182249405,0.16923159,0.156213776,0.143195961,0.130178146,0.117160332,0.104142517,0.091124702,0.078106888,0.065089073,0.052071259,0.039053444,0.026035629,0.013017815,0.0,,,,,,,,,,
Con Edison,United States of America,USA,Electricity Utilities,No,large,US2091151041,2216850,01/10/2020,12/08/2020,,,,Below 2 Degrees,Electricity Utilities_01/10/2020,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company's disclosed 2021 target uses an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,0.357,0.304,0.282,0.273,0.26,0.246,0.233,0.219,0.206,0.192,0.179,0.166,0.152,0.139,0.125,0.112,0.098,0.085,0.072,0.058,0.045,0.031,0.018,0.004,0.0,,,,,,,,,,
Con Edison,United States of America,USA,Electricity Utilities,No,large,US2091151041,2216850,01/09/2019,02/08/2019,,,,Paris Pledges,Electricity Utilities_01/09/2019,,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company's disclosed 2021 target uses an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,0.357,0.304,0.277,0.268,0.259,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Con Edison,United States of America,USA,Electricity Utilities,No,large,US2091151041,2216850,01/07/2018,02/07/2018,,,,Not Assessed,Electricity Utilities_01/07/2018,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConAgra Brands,United States of America,USA,Food Producers,No,medium,US2058871029,2215460,01/01/2024,17/07/2023,Not Aligned,,Not Aligned,Not Aligned,Food Producers_01/01/2024,2030,2019,Carbon intensity (tCO2e/tonnes agricultural input),"The company has set targets to reduce its absolute emissions and emissions intensity. To calculate this company’s targeted emissions intensity, TPI has assumed that the used agricultural inputs used by the company grow according to the global agricultural input production forecasts from several Integrated Assessment Models under a Business-as-Usual scenario. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,3.306514475,3.242772846,3.179031217,3.115289588,3.051547958,2.987806329,2.9240647,2.86032307,2.796581441,2.732839812,2.669098183,2.605356553,,,,,,,,,,,,,,,,,,,,
Concho Resources,United States of America,USA,Oil & Gas,No,medium,US20605P1012,B1YWRK7,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,69.66,69.47,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concho Resources,United States of America,USA,Oil & Gas,No,medium,US20605P1012,B1YWRK7,01/09/2019,02/08/2019,,,,No or unsuitable disclosure,Oil & Gas_01/09/2019,,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConocoPhillips,United States of America,USA,Oil & Gas,Yes,large,US20825C1045,2685717,01/11/2023,30/06/2023,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2023,2030;2050,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,70.57165713,71.80232188,73.10296129,72.03658633,72.09566325,73.85132078,73.62960206,72.40673063,72.14354589,71.88036116,71.61717642,71.35399168,71.09080694,70.8276222,70.56443746,70.30125272,70.03806798,69.87853242,69.71899685,69.55946129,69.39992572,69.24039016,69.08085459,68.92131903,68.76178346,68.6022479,68.44271233,68.28317677,68.1236412,67.96410564,67.80457007,67.64503451,67.48549894,67.32596338,67.16642781,67.00689225,66.84735668
ConocoPhillips,United States of America,USA,Oil & Gas,Yes,large,US20825C1045,2685717,01/09/2022,01/08/2022,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030;2050,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,70.57,71.8,73.1,72.04,72.1,73.85,73.63,73.36,73.09,72.83,72.56,72.29,72.02,71.75,71.49,71.22,70.95,70.74,70.52,70.31,70.1,69.89,69.67,69.46,69.25,69.04,68.82,68.61,68.4,68.18,67.97,67.76,67.55,67.33,67.12,66.91,66.7
ConocoPhillips,United States of America,USA,Oil & Gas,Yes,large,US20825C1045,2685717,01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030;2050,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,70.57165713,71.80232188,73.12238724,72.03658633,72.09566325,73.85132078,73.64944954,73.42334963,73.19724973,72.97114983,72.74504992,72.51895002,72.29285012,72.06675021,71.84065031,71.61455041,71.38845051,71.13829168,70.88813286,70.63797404,70.38781522,70.1376564,69.88749758,69.63733876,69.38717994,69.13702112,68.8868623,68.63670348,68.38654466,68.13638584,67.88622702,67.6360682,67.38590938,67.13575056,66.88559174,66.63543292,66.38527409
ConocoPhillips,United States of America,USA,Oil & Gas,Yes,large,US20825C1045,2685717,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,70.57,71.8,73.12,72.04,72.1,73.85,73.77,73.69,73.6,73.52,73.44,73.36,73.27,73.19,73.11,73.03,72.94,,,,,,,,,,,,,,,,,,,,
ConocoPhillips,United States of America,USA,Oil & Gas,Yes,large,US20825C1045,2685717,01/09/2019,12/07/2019,,,,Not Aligned,Oil & Gas_01/09/2019,,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,70.505,71.729,72.981,71.889,71.908,71.972,72.037,72.102,72.166,72.231,72.296,72.36,72.425,72.49,72.554,72.619,72.684,,,,,,,,,,,,,,,,,,,,
Copa Holdings,United States of America,USA,Airlines,No,small,PAP310761054,B0TNJH9,01/02/2024,24/11/2023,,Not Aligned,Not Aligned,Not Aligned,Airlines_01/02/2022,2026,2022,Carbon intensity (gCO2 / RTK),"The company did not disclose any emissions intensity using an activity measure and/or emissions figure that is consistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to the TPI methodology. The company has disclosed quantitative targets to reduce its emissions, which TPI has used to estimate future carbon performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,1122.324544,1203.582737,1132.404804,1046.34334,1031.668904,1016.994469,1002.320034,987.6455988,,,,,,,,,,,,,,,,,,,,,,,,
Copa Holdings,United States of America,USA,Airlines,No,small,PAP310761054,B0TNJH9,01/12/2022,05/12/2022,1.5 Degrees,,Not Aligned,Not Aligned,Airlines_01/02/2022,2026,2021,Carbon intensity (gCO2 / RTK),"The company did not disclose any emissions intensity using an activity measure and/or emissions figure that is consistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has disclosed quantitative targets to reduce its emissions, which TPI has used to estimate future carbon performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,1122.324544,1203.582737,1167.593214,1131.603691,1095.614168,1059.624645,1023.635122,987.6455988,,,,,,,,,,,,,,,,,,,,,,,,
